name,fullname,synonyms,three_letter_code,parent,drugbank_id,release_status
17S,N-({(2E)-2-[(4-methoxyphenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucopyranosylamine,4-methoxybenzaldehyde-4-(beta-D-glucopyranosyl) thiosemicarbazone,17S,,,REL
17T,N-({(2E)-2-[(4-chlorophenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucopyranosylamine,"N-({(2E)-2-[(4-chlorophenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucosylamine<br>
N-({(2E)-2-[(4-chlorophenyl)methylidene]hydrazino}carbonothioyl)-D-glucosylamine<br>
N-({(2E)-2-[(4-chlorophenyl)methylidene]hydrazino}carbonothioyl)-glucosylamine
",17T,,,REL
18D,"3,5-dideoxy-5-(propanoylamino)-D-glycero-alpha-D-galacto-non-2-ulopyranosonic acid","3,5-dideoxy-5-(propanoylamino)-D-glycero-alpha-D-galacto-non-2-ulosonic acid<br>
3,5-dideoxy-5-(propanoylamino)-D-glycero-D-galacto-non-2-ulosonic acid<br>
3,5-dideoxy-5-(propanoylamino)-D-glycero-galacto-non-2-ulosonic acid
",18D,SIA,,REL
18M,"2'-O-methylguanosine 3',5'-bis(dihydrogen phosphate)
",,18M,G,,REL
18O,N-({(2E)-2-[(4-nitrophenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucopyranosylamine,"4-nitrobenzaldehyde-4-(beta-D-glucopyranosyl) thiosemicarbazone<br>
N-({(2E)-2-[(4-nitrophenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucosylamine<br>
N-({(2E)-2-[(4-nitrophenyl)methylidene]hydrazino}carbonothioyl)-D-glucosylamine<br>
N-({(2E)-2-[(4-nitrophenyl)methylidene]hydrazino}carbonothioyl)-glucosylamine
",18O,,,REL
18Q,"2'-deoxy-5-[(thiophen-2-ylmethyl)carbamoyl]uridine 5'-(dihydrogen phosphate)
",,18Q,DU,,REL
18S,N-({(2E)-2-[(4-methylphenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucopyranosylamine,4-methylbenzaldehyde-4-(beta-D-glucopyranosyl) thiosemicarbazone,18S,,,REL
18T,"[(2R,3S,5R)-3-hydroxy-5-(5-methyl-2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)tetrahydrofuran-2-yl]methyl
(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-methyltetrahydro-2H-pyran-2-yl dihydrogen diphosphate
",dTDP-6-deoxy-d-allose,18T,,,REL
18Y,"Trioxacarcin A analogue, bound form","(1S,2R,3aS,4S,13aS)-2-(dimethoxymethyl)-1,12-dihydroxy-7-methoxy-1,5-dimethyl-11-oxo-1,2,3a,4,8,9,10,11-octahydro-13aH-2,4-epoxyfuro[3,2-b]naphtho[2,3-h]chromen-13a-yl 4-C-acetyl-2,6-dideoxy-alpha-L-xylo-hexopyranoside",18Y,,,REL
191,PROPIONYL COENZYME A,,191,,,OBS
19D,"(1R,2R,3R,4R,5R,7R)-2-(acetylamino)-7-[(1R)-1,2-dihydroxyethyl]-4-fluoro-3-hydroxy-6,8-dioxabicyclo[3.2.1]octane-5-carboxylic acid",,19D,,,REL
1AA,5'-O-[({[(2-{[(2-AMINOPHENYL)CARBONYL]OXY}ETHYL)OXY]PHOSPHINATO}OXY)PHOSPHINATO]CYTIDINE,,1AA,,,REL
1AP,"2,6-DIAMINOPURINE NUCLEOTIDE",,1AP,DA,,REL
1AR,"4-O-ACETYL-2,6-DIDEOXY-3-C-METHYL-ALPHA-L-ARABINO-HEXOPYRANOSE",,1AR,,,REL
1AT,beta-D-fructofuranosyl 6-O-decanoyl-alpha-D-glucopyranoside,,1AT,,,REL
1C4,"(2S)-2-({(3S,5R,9R)-1-[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)tetrahydrofuran-2-yl]-3,5,9-trihydroxy-8,8-dimethyl-3,5-dioxido-10,14,20-trioxo-2,4,6-trioxa-18-thia-11,15-diaza-3lambda~5~,5lambda~5~-diphosphaicosan-20-yl}amino)pentanedioic acid (non-preferred name)
",,1C4,,,REL
1CF,2-hydroxyethyl 6-deoxy-beta-L-galactopyranoside,2-hydroxyethyl 6-deoxy-beta-L-galactoside<br> 2-hydroxyethyl 6-deoxy-L-galactoside<br> 2-hydroxyethyl 6-deoxy-galactoside,1CF,FUL,,REL
1CV,"(3R,5R,9R,19R,21S)-1-[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)tetrahydrofuran-2-yl]-3,5,9,21-tetrahydroxy-8,8,21-trimethyl-10,14-dioxo-19-sulfanyl-2,4,6-trioxa-18-thia-11,15-diaza-3,5-diphosphatricosan-23-oic acid 3,5-dioxide",,1CV,,,REL
1CZ," (3S,5S,9R,21S)-1-[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)tetrahydrofuran-2-yl]-3,5,9,21-tetrahydroxy-8,8,21-trimethyl-10,14-dioxo-19-thioxo-2,4,6-trioxa-18-thia-11,15-diaza-3,5-diphosphatricosan-23-oic acid 3,5-dioxide",,1CZ,,,REL
1D2,"CYCLODODECYL 3,4,6-TRIDEOXY-3-(DIMETHYLAMINO)-BETA-D-XYLO-HEXOPYRANOSIDE",,1D2,,,REL
1D4,"CYCLOTRIDECYL 3,4,6-TRIDEOXY-3-(DIMETHYLAMINO)-BETA-D-XYLO-HEXOPYRANOSIDE",,1D4,,,REL
1DA,1-DEAZA-ADENOSINE,,1DA,,DB04218,REL
1DG,(4R)-ISONICOTINIC-ACETYL-NICOTINAMIDE-ADENINE DINUCLEOTIDE,,1DG,,,REL
1DM,"N-(2-MORPHOLIN-4-YL-1-MORPHOLIN-4-YLMETHYL-ETHYL)-3-NITRO-5-(3,4,5-TRIHYDROXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-2-YLOXY)-BENZAMIDE",,1DM,,DB04040,REL
1DP,N1-deaza-adenosine-5'-monophosphate,"3-(5-O-phosphono-beta-D-ribofuranosyl)-3H-imidazo[4,5-b]pyridin-7-amine",1DP,,,REL
1DS,1-O-decanoyl-beta-D-tagatofuranosyl beta-D-allopyranoside,,1DS,,,REL
1E2,(2S)-3-(acetyloxy)-2-hydroxypropyl 6-deoxy-6-sulfo-beta-D-glucopyranoside,,1E2,,,REL
1EG,5'-O-(L-alpha-glutamylsulfamoyl)guanosine,,1EG,,,REL
1EI,5'-O-(L-alpha-glutamylsulfamoyl)inosine,,1EI,,,REL
1F2,"(3aS,4R,7R,8S,9S,10R,11R,13R,15R,15aR)-4-ethyl-11-methoxy-3a,7,9,11,13,15-hexamethyl-2,6,14-trioxo-10-{[3,4,6-trideoxy-3-(dimethylamino)-beta-D-xylo-hexopyranosyl]oxy}tetradecahydro-2H-oxacyclotetradecino[4,3-d][1,3]oxazol-8-yl (2R)-2-(pyridin-3-yl)pyrrolidine-1-carboxylate
",,1F2,,,REL
1F3,"(3aS,4R,7R,8S,9S,10R,11R,13R,15R,15aR)-4-ethyl-11-methoxy-3a,7,9,11,13,15-hexamethyl-2,6,14-trioxo-10-{[3,4,6-trideoxy-3-(dimethylamino)-beta-D-xylo-hexopyranosyl]oxy}tetradecahydro-2H-oxacyclotetradecino[4,3-d][1,3]oxazol-8-yl (2R)-2-[4-(acetylamino)phenyl]-2,3-dihydro-1H-pyrrole-1-carboxylate
",,1F3,,,REL
1F4,"(3aS,4R,7R,8S,9S,10R,11R,13R,15S,15aR)-4-ethyl-11-methoxy-3a,7,9,11,13,15-hexamethyl-2,6,14-trioxo-10-{[3,4,6-trideoxy-3-(dimethylamino)-beta-D-xylo-hexopyranosyl]oxy}tetradecahydro-2H-oxacyclotetradecino[4,3-d][1,3]oxazol-8-yl (2R)-4,4-dimethyl-2-(pyridin-3-yl)pyrrolidine-1-carboxylate
",,1F4,,,REL
1F5,"(1R,3aS,4R,5R,6R,9aR,10E)-6-({(1S,2R,4S,5R,6R,8S,9S)-5-hydroxy-2-(methoxymethyl)-9-methyl-9-[(2S)-oxiran-2-yl]-3,7,10,1
1-tetraoxatricyclo[6.2.1.0~1,6~]undec-4-yl}oxy)-1-(methoxymethyl)-4,9a-dimethyl-7-(propan-2-yl)-1,2,3,3a,4,5,6,8,9,9a-de
cahydrodicyclopenta[a,d][8]annulene-1,5-diol
",Cotylenin A,1F5,,,REL
1FC,"4-amino-1-(2-deoxy-2-fluoro-5-O-phosphono-beta-D-arabinofuranosyl)-2-oxo-1,2-dihydropyrimidine-5-carboxylic acid",,1FC,DC,,REL
1FT,4-S-(6-O-phosphono-alpha-L-idopyranosyl)-4-thio-beta-D-glucopyranose,thiocellobiose-6P,1FT,,,OBS
1FZ,5'-O-[(R)-hydroxy{[(R)-hydroxy(phosphonooxy)phosphoryl]amino}phosphoryl]thymidine,,1FZ,,,REL
1GC,2'-deoxy-5'-O-[(R)-hydroxy{[(S)-hydroxy(phosphonooxy)phosphoryl]methyl}phosphoryl]guanosine,,1GC,,,REL
1GL,"2,6-dideoxy-4-O-methyl-alpha-D-galactopyranose","4-O-METHYL-2,6-DIDEOXY-ALPHA-D-GALACTO-HEXOPYRANOSE<br> 2-deoxy-4-O-methyl-alpha-D-fucopyranose<br>
2,6-dideoxy-4-O-methyl-alpha-D-galactose<br> 2,6-dideoxy-4-O-methyl-D-galactose<br> 2,6-dideoxy-4-O-methyl-galactose
",1GL,,,REL
1GN,2-amino-2-deoxy-beta-D-galactopyranose,"beta-D-galactosamine<br> 2-amino-2-deoxy-beta-D-galactose<br> 2-amino-2-deoxy-D-galactose<br> 2-amino-2-deoxy-galactose<br>
2-DEOXY-2-AMINOGALACTOSE
",1GN,,DB02678,REL
1GW,5-(2-FORMYLTHIEN-5-YL)-URIDINE-5'-DIPHOSPHATE-ALPHA-D-GALACTOSE,,1GW,,,REL
1GZ,methylthioacryloyl-CoA,,1GZ,,,REL
1HA,1-hydroxy-2-naphthoyl-CoA,,1HA,,,REL
1HE,3-methylmercaptopropionate-CoA (MMPA-CoA),,1HE,,,REL
1HT,"(3S,3aR,4S,6S,6aR,7S,8S,9bS)-6-(acetyloxy)-3a,4-bis(butanoyloxy)-3-hydroxy-3,6,9-trimethyl-8-{[(2E)-2-methylbut-2-enoyl]oxy}-2-oxo-2,3,3a,4,5,6,6a,7,8,9b-decahydroazuleno[4,5-b]furan-7-yl octanoate",,1HT,,,REL
1JB,"[[(2R,3S,5R)-5-[5-methyl-2,4-bis(oxidanylidene)pyrimidin-1-yl]-3-oxidanyl-oxolan-2-yl]methoxy-oxidanyl-phosphoryl]
[(2R,3R,4S,5R,6R)-6-methyl-3,4,5-tris(oxidanyl)oxan-2-yl] hydrogen phosphate
",dTDP-fucose,1JB,,,REL
1L2,"(2S)-3-(alpha-D-galactopyranosyloxy)-2-[(9Z)-octadec-9-enoyloxy]propyl (9Z,12Z)-octadeca-9,12-dienoate","1-linoleoyl,2-oleoyl-3-O-(alpha-D-galactopyranosyl)-sn-glycerol",1L2,,,REL
1L9,"N-[(2S,3S,4R)-1-({6-O-[(4-chlorophenyl)carbamoyl]-alpha-D-galactopyranosyl}oxy)-3,4-dihydroxyoctadecan-2-yl]hexacosanamide",,1L9,,,REL
1LA,"N-[(2S,3S,4R)-3,4-dihydroxy-1-{[6-O-(pyridin-4-ylcarbamoyl)-alpha-D-galactopyranosyl]oxy}octadecan-2-yl]hexacosanamide",,1LA,,,REL
1LK,"1,4-anhydro-2-deoxy-2-fluoro-5-O-[(S)-hydroxy(phosphonooxy)phosphoryl]-D-arabinitol",,1LK,,,REL
1LL,thioditaloside,beta-D-talopyranosyl 1-thio-beta-D-talopyranoside,1LL,,,OBS
1MA,6-HYDRO-1-METHYLADENOSINE-5'-MONOPHOSPHATE,,1MA,A,DB03318,REL
1MG,1N-METHYLGUANOSINE-5'-MONOPHOSPHATE,,1MG,G,,REL
1NA,N-ACETYL-O-METHYL-D-GLUCOSAMINE,1NA,1NA,,,OBS
1O2,(2S)-3-(alpha-D-galactopyranosyloxy)-2-(hexadecanoyloxy)propyl (9Z)-octadec-9-enoate,"1-oleoyl,2-palmitoyl-3-O(alpha-D-galactopyranosyl)-sn-glycerol",1O2,,,REL
1O4,"[[(2~{R},3~{S},4~{R},5~{R})-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] [(2~{R},3~{S},4~{R},5~{R})-5-(8-azanylisoquinolin-2-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methyl hydrogen phosphate",,1O4,,,REL
1OF,"[[(2~{R},3~{S},4~{R},5~{R})-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] [(2~{R},3~{S},4~{R},5~{R})-3,4-bis(oxidanyl)-5-(8-oxidanylidene-7~{H}-2,7-naphthyridin-2-yl)oxolan-2-yl]methyl hydrogen phosphate",,1OF,,,REL
1OR,"(2R,4aR,6R,7R,7aS)-6-[6-(dipropylamino)-9H-purin-9-yl]tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinine-2,7-diol 2-oxide",,1OR,,,REL
1PR,"PHOSPHORIC ACID MONO-[5-({[5-CARBAMOYL-3-(5-PHOSPHONOOXY-5-DEOXY-RIBOFURANOSYL)- 3H-IMIDAZOL-4-YLAMINO]-METHYL}-AMINO)-2,3,4-TRIHYDROXY-PENTYL] ESTER",,1PR,,,REL
1QD,"[[(2~{R},3~{S},4~{R},5~{R})-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] [(2~{R},3~{S},4~{R},5~{R})-5-(5-iodanylisoquinolin-2-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methyl hydrogen phosphate",,1QD,,,REL
1RB,1-ALPHA-D-RIBOFURANOSYL-BENZIMIAZOLE-5'-PHOSPHATE,ALPHA-RIBAZOLE-5'-PHOSPHATE DERIVATIVE,1RB,,DB03079,REL
1RK,"6-methoxy-5-({(3S)-3-[(N-methyl-L-alanyl)amino]-4-oxo-2',3,3',4,5',6'-hexahydro-5H-spiro[1,5-benzoxazepine-2,4'-pyran]-5-yl}methyl)naphthalene-2-carboxylic acid
",,1RK,,,REL
1RN,"(E)-N-{[4-oxo-1-(5-O-phosphono-beta-D-arabinofuranosyl)-2-thioxo-1,2,3,4-tetrahydropyrimidin-5-yl]methylidene}glycine",,1RN,U,,REL
1RP,"6-fluoro-3-oxo-4-(5-O-phosphono-beta-D-ribofuranosyl)-3,4-dihydropyrazine-2-carboxamide",,1RP,,,REL
1S0,4-amino-1-{2-deoxy-5-O-[(R)-hydroxy{[(S)-hydroxy(phosphonooxy)phosphoryl]oxy}phosphoryl]-beta-L-erythro-pentofuranosyl}pyrimidin-2(1H)-one,,1S0,,,REL
1S3,"(2R,3aR,5R,6S,7S,7aR)-5-(hydroxymethyl)tetrahydro-3aH-[1,3,2]dioxaphospholo[4,5-b]pyran-2,6,7-triol 2-oxide","Glucose1,2cyclic phosphate",1S3,GLC,,REL
1S4,alpha-muramic acid,muramic acid<br> 2-amino-3-O-[(1R)-1-carboxyethyl]-2-deoxy-alpha-D-glucopyranose,1S4,,,REL
1SC,5'-O-THIOPHOSPHONOCYTIDINE,,1SC,C,,REL
1SD,"(1S)-1,5-anhydro-1-sulfamoyl-D-galactitol","(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxane-2-sulfonamide<br> (1S)-D-Galactopyranosylsulfonamide",1SD,,,REL
1ST,"(5S,6R,7R,9R)-12-HYDROXY-6-METHOXY-5-METHYL-7-(METHYLAMINO)-6,7,8,9-TETRAHYDRO-5H,14H-5,9-EPOXY-4B,9A,15-TRIAZADIBENZO[
B,H]CYCLONONA[1,2,3,4-JKL]CYCLOPENTA[E]-AS-INDACEN-14-ONE
",3-HYDROXYSTAUROSPORINE,1ST,,,REL
1SY,cGAMP,"2',3' cGAMP<br> c-GMP-AMP<br> c[G(2',5')pA(3',5')p]
",1SY,,,REL
1T1,stearoyl adenylate,5'-O-[(R)-hydroxy(octadecanoyloxy)phosphoryl]adenosine,1T1,,,REL
1TF,palmitoyl adenylate,5'-O-[(R)-(hexadecanoyloxy)(hydroxy)phosphoryl]adenosine,1TF,,,REL
1TK,4-amino-1-{2-deoxy-2-fluoro-5-O-[(R)-hydroxy{[(R)-hydroxy(phosphonooxy)phosphoryl]oxy}phosphoryl]-beta-D-arabinofuranosyl}pyrimidin-2(1H)-one,,1TK,,,REL
1TL,"1-{2,5-anhydro-6-deoxy-4-[(phosphonooxy)methyl]-alpha-L-mannofuranosyl}pyrimidine-2,4(1H,3H)-dione",,1TL,,,REL
1TW,"2-amino-9-(2-Se-methyl-5-O-phosphono-2-seleno-beta-D-arabinofuranosyl)-1,9-dihydro-6H-purin-6-one",,1TW,,,REL
1U5,"(1R,4S)-4,7,7-trimethyl-3-oxo-2-oxabicyclo[2.2.1]heptane-1-carboxylic acid",,1U5,,,REL
1UD,"methyl 6-[6-amino-2-(methylamino)-8-oxo-7,8-dihydro-1H-imidazo[4,5-g]quinazolin-4-yl]-5,6-dideoxy-3-O-methyl-beta-D-ribo-hexofuranoside",,1UD,,,REL
1VU,propionyl Coenzyme A,,1VU,,DB02912,REL
1W0,"(3aS,7aR)-7a-[3-(pyrimidin-5-yl)phenyl]-3a,6,7,7a-tetrahydro-4H-pyrano[4,3-d][1,3]oxazol-2-amine",,1W0,,,REL
1W5,"(1R)-1-(6-amino-2-hydroxy-5-nitropyridin-3-yl)-1,4-anhydro-2-deoxy-5-O-phosphono-D-erythro-pentitol",,1W5,,,REL
1WA,"2-amino-8-(2-deoxy-5-O-phosphono-beta-D-erythro-pentofuranosyl)-4-hydroxy-1H-imidazo[1,2-a][1,3,5]triazine-5,8-diium",,1WA,,,REL
1WJ,"methyl 6-[6-amino-2-(methylamino)-8-oxo-7,8-dihydro-1H-imidazo[4,5-g]quinazolin-4-yl]-5,6-dideoxy-2-O-methyl-beta-D-ribo-hexofuranoside",,1WJ,,,REL
1WK,"methyl 6-[6-amino-2-(methylamino)-8-oxo-7,8-dihydro-1H-imidazo[4,5-g]quinazolin-4-yl]-5,6-dideoxy-beta-D-ribo-hexofuranoside",,1WK,,,REL
1X4,"2,3-dideoxy-5-O-phosphono-alpha-D-ribofuranose","2,3-dideoxyribose-5-phosphate<br> 2,3-dideoxy-5-O-phosphono-alpha-D-ribose<br> 2,3-dideoxy-5-O-phosphono-D-ribose<br>
2,3-dideoxy-5-O-phosphono-ribose
",1X4,,,REL
1XC,"6-({4-[(3,5-difluorophenyl)sulfonyl]benzyl}carbamoyl)-1-(5-O-phosphono-beta-D-ribofuranosyl)imidazo[1,2-a]pyridin-1-ium",,1XC,,,REL
1XX,"(2R)-4-hydroxy-2,5-dimethylfuran-3(2H)-one",,1XX,,,REL
1YC,"2-amino-9-[(1R,3R,6R,8R,9R,11S,14R,16R,17R,18R)-16-(6-amino-9H-purin-9-yl)-3,11,17,18-tetrahydroxy-3,11-dioxido-2,4,7,10,12,15-hexaoxa-3,11-diphosphatricyclo[12.2.1.1~6,9~]octadec-8-yl]-1,9-dihydro-6H-purin-6-one",,1YC,,,REL
1YD,"2-amino-9-[(2R,3R,3aR,5S,7aS,9R,10R,10aR,12R,14aS)-9-(6-amino-9H-purin-9-yl)-3,5,10,12-tetrahydroxy-5,12-dioxidooctahydro-2H,7H-difuro[3,2-d:3',2'-j][1,3,7,9,2,8]tetraoxadiphosphacyclododecin-2-yl]-1,9-dihydro-6H-purin-6-one",,1YD,,,REL
1YF,"
[(2R,3R,4S,5S,6R)-4-formamido-6-methyl-3,5-bis(oxidanyl)oxan-2-yl] [[(2R,3S,5R)-5-[5-methyl-2,4-bis(oxidanylidene)pyrimidin-1-yl]-3-oxidanyl-oxolan-2-yl]methoxy-oxidanyl-phosphoryl] hydrogen phosphate
",,1YF,,,REL
1YI,"N-[2-(dimethylamino)ethyl]-2-methyl-2-[4-[4-[[2-methyl-5-[(2S,3R,4R,5S,6R)-6-methylsulfanyl-3,4,5-tris(oxidanyl)oxan-2-yl]phenyl]methyl]phenyl]butanoylamino]propanamide",LX2761,1YI,,,REL
1YK,territrem B,"(4aR,6aR,12aS,12bS)-4a,12a-dihydroxy-4,4,6a,12b-tetramethyl-9-(3,4,5-trimethoxyphenyl)-4a,6,6a,12,12a,12b-hexahydro-4H,
11H-benzo[f]pyrano[4,3-b]chromene-1,11(5H)-dione
",1YK,,,REL
1ZZ,5'-O-[(S)-(dodecanoyloxy)(hydroxy)phosphoryl]adenosine,,1ZZ,,,REL
20S,BETA-D-FRUCTOFURANOSYL 6-O-OCTANOYL-ALPHA-D-GLUCOPYRANOSIDE,,20S,,,OBS
20T,"1-(5-O-phosphono-beta-D-ribofuranosyl)-N-(4-{[3-(trifluoromethyl)phenyl]sulfonyl}benzyl)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide",,20T,,,REL
20X,N-({(2E)-2-[(4-fluorophenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucopyranosylamine,"4-fluorobenzaldehyde-4-(beta-D-glucopyranosyl)-thiosemicarbazone<br>
N-({(2E)-2-[(4-fluorophenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucosylamine<br>
N-({(2E)-2-[(4-fluorophenyl)methylidene]hydrazino}carbonothioyl)-D-glucosylamine<br>
N-({(2E)-2-[(4-fluorophenyl)methylidene]hydrazino}carbonothioyl)-glucosylamine
",20X,,,REL
21N,N-{[(2E)-2-{[4-(trifluoromethyl)phenyl]methylidene}hydrazino]carbonothioyl}-beta-D-glucopyranosylamine,4-trifluoromethylbenzaldehyde-4-(beta-D-glucopyranosyl)-thiosemicarbazone,21N,,,REL
22O,N-({(2E)-2-[(3-bromophenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucopyranosylamine,"3-bromobenzaldehyde-4-(beta-D-glucopyranosyl) thiosemicarbazone<br>
N-({(2E)-2-[(3-bromophenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucosylamine<br>
N-({(2E)-2-[(3-bromophenyl)methylidene]hydrazino}carbonothioyl)-D-glucosylamine<br>
N-({(2E)-2-[(3-bromophenyl)methylidene]hydrazino}carbonothioyl)-glucosylamine
",22O,,,REL
22S,N-({(2E)-2-[(2-chlorophenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucopyranosylamine,"2-chlorobenzaldehyde-4-(beta-D-glucopyranosyl) thiosemicarbazone<br>
N-({(2E)-2-[(2-chlorophenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucosylamine<br>
N-({(2E)-2-[(2-chlorophenyl)methylidene]hydrazino}carbonothioyl)-D-glucosylamine<br>
N-({(2E)-2-[(2-chlorophenyl)methylidene]hydrazino}carbonothioyl)-glucosylamine
",22S,,,REL
233,"[5-(3,4,5-TRIHYDROXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-2-YLCARBAMOYL)-PENTYL]-CARBAMIC ACID METHYL ESTER",BMSC-0013,233,,DB02474,REL
23G,"GUANOSINE-5'-PHOSPHATE-2',3'-CYCLIC PHOSPHATE
",,23G,G,,REL
23L,"(3S)-tetrahydrofuran-3-yl {(2S,3R)-4-[(4R)-7-fluoro-1,1-dioxido-4-(propan-2-yl)-4,5-dihydro-1,2-benzothiazepin-2(3H)-yl]-3-hydroxy-1-phenylbutan-2-yl}carbamate",,23L,,,REL
23V,N-({(2E)-2-[(3-chlorophenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucopyranosylamine,"3-chlorobenzaldehyde-4-(beta-D-glucopyranosyl) thiosemicarbazone<br>
N-({(2E)-2-[(3-chlorophenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucosylamine<br>
N-({(2E)-2-[(3-chlorophenyl)methylidene]hydrazino}carbonothioyl)-D-glucosylamine<br>
N-({(2E)-2-[(3-chlorophenyl)methylidene]hydrazino}carbonothioyl)-glucosylamine
",23V,,,REL
23Y,"(2S,3S)-3-(3,5-dihydroxyphenyl)-2-(4-hydroxyphenyl)-4-[(E)-2-(4-hydroxyphenyl)ethenyl]-2,3-dihydro-1-benzofuran-6-yl
beta-D-glucopyranoside
",POLYPHENOL EPSILON-VINIFERIN GLUCOSIDE,23Y,,,REL
24G,uridine-5'-diphosphate-3-O-(R-3-hydroxymyristoyl)-glucosamine,"(2R,3R,4R,5S,6R)-3-amino-2-{[(R)-{[(S)-{[(2R,3S,4R,5R)-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methoxy}(hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]oxy}-5-hydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-4-yl (3R)-3-hydroxytetradecanoate",24G,,,REL
24S,N-({(2Z)-2-[(2-nitrophenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucopyranosylamine,"2-nitrobenzaldehyde-4-(beta-D-glucopyranosyl) thiosemicarbazone<br>
N-({(2Z)-2-[(2-nitrophenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucosylamine<br>
N-({(2Z)-2-[(2-nitrophenyl)methylidene]hydrazino}carbonothioyl)-D-glucosylamine<br>
N-({(2Z)-2-[(2-nitrophenyl)methylidene]hydrazino}carbonothioyl)-glucosylamine
",24S,,,REL
25A,5'-O-MONOPHOSPHORYLADENYLYL(2'->5')ADENYLYL(2'->5')ADENOSINE,,25A,,,REL
25E,N-({(2Z)-2-[(4-hydroxyphenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucopyranosylamine,"4-hydroxybenzaldehyde-4-(beta-D-glucopyranosyl) thiosemicarbazone<br>
N-({(2Z)-2-[(4-hydroxyphenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucosylamine<br>
N-({(2Z)-2-[(4-hydroxyphenyl)methylidene]hydrazino}carbonothioyl)-D-glucosylamine<br>
N-({(2Z)-2-[(4-hydroxyphenyl)methylidene]hydrazino}carbonothioyl)-glucosylamine
",25E,,,REL
25L,"[[(2R,3R,4R,5R)-5-(6-aminopurin-9-yl)-4-[[(2R,3R,4R,5R)-5-(6-aminopurin-9-yl)-4-[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-oxolan-2-yl]methoxy-hydroxy-phosphoryl]oxy-3-hydroxy-oxolan-2-yl]methoxy-hydroxy-phosphoryl]oxy-3-hydroxy-oxolan-2-yl]methoxy-hydroxy-phosphoryl] phosphono hydrogen phosphate",2'-5'-oligoadenylate trimer,25L,,,REL
26A,6N-DIMETHYLADENOSINE,,26A,A,,REL
26M,N-[(biphenyl-4-yloxy)acetyl]-beta-D-glucopyranosylamine,,26M,,,REL
26O,N-({(2E)-2-[(2-hydroxyphenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucopyranosylamine,"2-hydroxybenzaldehyde-4-(beta-D-glucopyranosyl) thiosemicarbazone<br>
N-({(2E)-2-[(2-hydroxyphenyl)methylidene]hydrazino}carbonothioyl)-beta-D-glucosylamine<br>
N-({(2E)-2-[(2-hydroxyphenyl)methylidene]hydrazino}carbonothioyl)-D-glucosylamine<br>
N-({(2E)-2-[(2-hydroxyphenyl)methylidene]hydrazino}carbonothioyl)-glucosylamine
",26O,,,REL
26Q,N-[(2E)-3-(biphenyl-4-yl)prop-2-enoyl]-beta-D-glucopyranosylamine,,26Q,,,REL
26R,N-{(2R)-2-methyl-3-[4-(propan-2-yl)phenyl]propanoyl}-beta-D-glucopyranosylamine,,26R,,,REL
26V,"N-[4-(5,6,7,8-tetrahydronaphthalen-2-yl)butanoyl]-beta-D-glucopyranosylamine",,26V,,,REL
